1.9,1,0,0
3.0,2,0,0
3.4,3,0,0
3.9,4,0,0
4.3,2,1,0.5
5.5,3,0,0
6.0,4,0,0
6.3,1,0,0
6.8,3,1,0.3
7.8,1,0,0
8.3,2,0,0
8.8,3,0,0
9.3,1,1,2.1
11.5,2,1,0.8
12.3,3,1,1.2
13.7,4,1,0.5
14.3,3,1,0.4
14.9,2,1,0.7
15.7,4,1,1.3
17.1,3,1,0.7
17.8,2,1,0.4
18.5,1,1,0.6
19.2,4,1,1.5
20.7,3,1,0.5
21.4,2,1,0.6
22.1,3,1,0.4
22.9,2,1,2.6
22.9,3,1,5.4
30.5,1,0,0
30.9,2,0,0
31.4,4,0,0
31.9,3,0,0
32.4,1,0,0
32.9,2,0,0
33.5,4,0,0
34.0,3,0,0
34.6,2,0,0
35.2,3,0,0
35.7,4,0,0
36.2,1,0,0
36.7,2,0,0
37.3,3,0,0
37.8,2,0,0
38.3,3,0,0
38.8,1,0,0
39.4,4,0,0
39.9,2,0,0
40.5,3,0,0
41.0,1,0,0
41.6,4,0,0
42.1,2,0,0
42.7,3,0,0
43.2,2,0,0
43.8,3,0,0
44.3,4,0,0
44.8,3,0,0
45.4,2,0,0
45.9,1,0,0
46.4,3,0,0
47.0,2,0,0
47.7,3,1,1.6
49.2,2,1,0.4
49.5,1,0,0
49.7,2,1,0.3
50.0,3,1,1.2
50.1,4,0,0
51.3,2,0,0
51.5,1,0,0
51.7,2,0,0
52.0,3,1,1.4
53.5,4,1,0.3
53.7,2,0,0
54.0,1,0,0
54.2,3,1,1.2
55.7,2,0,0
55.9,3,0,0
56.2,1,0,0
56.5,2,0,0
57.0,4,0,0
57.8,3,0,0
58.1,2,0,0
58.3,3,0,0
58.7,4,0,0
59.2,3,0,0
60.1,2,0,0
60.3,1,0,0
60.5,2,0,0
60.8,3,0,0
61.3,2,0,0
63.0,4,0,0
63.5,3,0,0
64.0,2,0,0
64.5,1,0,0
65.1,1,1,4.3
65.1,2,0,0
66.2,3,0,0
67.4,3,0,0
68.5,3,0,0
69.5,2,1,1.6
70.9,3,1,0.3
71.1,4,1,0.3
71.4,3,0,0
71.7,2,1,1.3
73.0,1,1,0.4
73.3,2,0,0
73.8,3,1,1.0
75.2,2,0,0
75.4,3,0,0
75.7,4,0,0
76.3,4,1,1.5
78.2,3,1,1.3
79.6,2,0,0
79.9,3,0,0
80.2,4,0,0
80.5,2,1,1.2
81.8,3,0,0
82.0,4,0,0
82.3,3,0,0
82.5,2,1,1.2
84.0,1,0,0
84.3,2,0,0
84.5,3,0,0
84.8,2,1,2.0
87.0,3,1,3.5
88.2,2,1,3.2
89.1,1,1,4.4
93.6,2,1,2.1
95.7,3,1,1.5
97.2,4,0,0
97.3,2,0,0
97.6,2,0,0
97.9,1,1,1.3
99.2,2,0,0
99.5,4,0,0
99.8,4,0,0
100.0,3,1,1.3
101.5,2,0,0
101.8,4,0,0
102.0,3,0,0
102.3,3,1,0.3
102.8,2,0,0
103.3,1,0,0
103.8,2,0,0
104.5,3,1,4.0
108.0,4,0,0
110.0,2,1,0.7
110.4,3,0,0
110.5,4,0,0
110.7,3,0,0
111.0,2,0,0
111.2,1,0,0
111.4,3,0,0
111.6,2,0,0
111.7,1,0,0
111.9,2,0,0
112.2,3,0,0
112.4,4,0,0
112.8,3,1,2.9
116.1,3,1,0.7
117.2,2,1,0.5
118.2,2,1,3.8
118.2,3,1,4.0
121.5,1,0,0
